exercise,label,lm0_x,lm0_y,lm0_z,lm0_v,lm1_x,lm1_y,lm1_z,lm1_v,lm2_x,lm2_y,lm2_z,lm2_v,lm3_x,lm3_y,lm3_z,lm3_v,lm4_x,lm4_y,lm4_z,lm4_v,lm5_x,lm5_y,lm5_z,lm5_v,lm6_x,lm6_y,lm6_z,lm6_v,lm7_x,lm7_y,lm7_z,lm7_v,lm8_x,lm8_y,lm8_z,lm8_v,lm9_x,lm9_y,lm9_z,lm9_v,lm10_x,lm10_y,lm10_z,lm10_v,lm11_x,lm11_y,lm11_z,lm11_v,lm12_x,lm12_y,lm12_z,lm12_v,lm13_x,lm13_y,lm13_z,lm13_v,lm14_x,lm14_y,lm14_z,lm14_v,lm15_x,lm15_y,lm15_z,lm15_v,lm16_x,lm16_y,lm16_z,lm16_v,lm17_x,lm17_y,lm17_z,lm17_v,lm18_x,lm18_y,lm18_z,lm18_v,lm19_x,lm19_y,lm19_z,lm19_v,lm20_x,lm20_y,lm20_z,lm20_v,lm21_x,lm21_y,lm21_z,lm21_v,lm22_x,lm22_y,lm22_z,lm22_v,lm23_x,lm23_y,lm23_z,lm23_v,lm24_x,lm24_y,lm24_z,lm24_v,lm25_x,lm25_y,lm25_z,lm25_v,lm26_x,lm26_y,lm26_z,lm26_v,lm27_x,lm27_y,lm27_z,lm27_v,lm28_x,lm28_y,lm28_z,lm28_v,lm29_x,lm29_y,lm29_z,lm29_v,lm30_x,lm30_y,lm30_z,lm30_v,lm31_x,lm31_y,lm31_z,lm31_v,lm32_x,lm32_y,lm32_z,lm32_v
plank,correct,0.7254528999328613,0.34519240260124207,-0.6180629730224609,0.9999896287918091,0.7588658332824707,0.3197757601737976,-0.5796692371368408,0.9999836683273315,0.7625314593315125,0.32518312335014343,-0.5804004073143005,0.9999779462814331,0.7662736177444458,0.33072322607040405,-0.5806756615638733,0.9999811053276062,0.7431883811950684,0.29458388686180115,-0.6296257376670837,0.9999855756759644,0.7340487241744995,0.2805262804031372,-0.629550039768219,0.9999840259552002,0.7233666181564331,0.2633645236492157,-0.6296173930168152,0.9999815225601196,0.7446862459182739,0.31385329365730286,-0.3241536617279053,0.9999850392341614,0.6839212775230408,0.21787728369235992,-0.5304923057556152,0.9999716877937317,0.6961094737052917,0.37194961309432983,-0.5148178339004517,0.9999741315841675,0.6781412363052368,0.34052178263664246,-0.5748368501663208,0.9999604821205139,0.5978103876113892,0.29812130331993103,0.04342246800661087,0.9998796582221985,0.5064066648483276,0.35783228278160095,-0.5873751640319824,0.9994678497314453,0.547606885433197,0.6591505408287048,0.06224266439676285,0.7027632594108582,0.5238138437271118,0.777079164981842,-0.4500223696231842,0.9783937335014343,0.6099486947059631,0.6639661192893982,-0.3418530821800232,0.7699540853500366,0.7245801687240601,0.5613341927528381,-0.03771316260099411,0.9671027660369873,0.6074730157852173,0.6794027090072632,-0.41067394614219666,0.7192848920822144,0.7746835350990295,0.5360809564590454,-0.07125462591648102,0.9324456453323364,0.6078577041625977,0.6777058839797974,-0.41324296593666077,0.7169508934020996,0.7668368220329285,0.4849597215652466,-0.1061297059059143,0.9364790916442871,0.6089377403259277,0.6587193012237549,-0.35702115297317505,0.7090104818344116,0.7429267168045044,0.4899858236312866,-0.04546614736318588,0.9342877864837646,0.19189439713954926,0.47248581051826477,0.20253705978393555,0.9986115097999573,0.08285106718540192,0.49817800521850586,-0.20149736106395721,0.998748779296875,0.3867362141609192,0.8082971572875977,0.332146018743515,0.31353992223739624,0.3105686902999878,0.9598920941352844,-0.30964192748069763,0.9114150404930115,0.16336460411548615,0.7967036962509155,0.5413060784339905,0.10843177139759064,0.009363936260342598,0.7892940640449524,0.14637112617492676,0.7451038956642151,0.1188969835639,0.7582918405532837,0.5653308629989624,0.14212872087955475,-0.046513017266988754,0.7091078162193298,0.2081989347934723,0.8203214406967163,0.11876493692398071,0.924235463142395,0.702242910861969,0.14438611268997192,-0.04633379727602005,0.8864014148712158,0.3845192492008209,0.7356864213943481
plank,correct,0.7263455986976624,0.3821870684623718,-0.6232568025588989,0.9999840259552002,0.7602371573448181,0.3588074743747711,-0.5906984210014343,0.9999731183052063,0.763221263885498,0.3630248010158539,-0.5911594033241272,0.9999616146087646,0.7663055658340454,0.36728671193122864,-0.5916896462440491,0.9999666213989258,0.7470225691795349,0.3319680392742157,-0.629207193851471,0.9999791383743286,0.7401973009109497,0.3169512450695038,-0.6291845440864563,0.9999781250953674,0.7326529622077942,0.3005177676677704,-0.6292051076889038,0.9999772906303406,0.7452494502067566,0.3337683379650116,-0.3483783006668091,0.9999728798866272,0.6995028257369995,0.25207751989364624,-0.5099466443061829,0.9999642968177795,0.6965526938438416,0.40027570724487305,-0.520907998085022,0.9999532103538513,0.679527759552002,0.3702518045902252,-0.5689128637313843,0.9999440312385559,0.5715034008026123,0.29456546902656555,0.03684259578585625,0.999590277671814,0.5270420908927917,0.37978395819664,-0.5770565271377563,0.999435305595398,0.5423032641410828,0.5952286124229431,0.16936632990837097,0.666458249092102,0.5735794305801392,0.8042199015617371,-0.5409844517707825,0.9820836186408997,0.6701608300209045,0.6925030946731567,-0.0015669770073145628,0.7115926146507263,0.834185004234314,0.7860193848609924,-0.2768302261829376,0.9714519381523132,0.6890653371810913,0.6886287927627563,-0.030478516593575478,0.6501731276512146,0.8994487524032593,0.7782493829727173,-0.3464784324169159,0.9393050670623779,0.723179042339325,0.6797289252281189,-0.04923253506422043,0.6457816958427429,0.8921777009963989,0.7232099771499634,-0.32829222083091736,0.9428721070289612,0.7086171507835388,0.6880096197128296,-0.017986832186579704,0.6413476467132568,0.8712547421455383,0.722931444644928,-0.27110108733177185,0.9403882026672363,0.16507957875728607,0.4756716787815094,0.19864538311958313,0.9984990954399109,0.0789869874715805,0.5154051780700684,-0.19779764115810394,0.9987591505050659,0.33712059259414673,0.8480148911476135,0.32035350799560547,0.32626578211784363,0.31102460622787476,0.9629486203193665,-0.31649547815322876,0.9081275463104248,0.0689236968755722,0.7536249160766602,0.5703887939453125,0.10651381313800812,0.014026524499058723,0.7683859467506409,0.21302585303783417,0.7154186964035034,0.02397213689982891,0.6994807720184326,0.6037646532058716,0.13510222733020782,-0.055145539343357086,0.6938723921775818,0.2812146544456482,0.7980445623397827,0.00414900342002511,0.8550409078598022,0.7620413303375244,0.1417664736509323,-0.042883723974227905,0.8888707756996155,0.5096933245658875,0.7142507433891296
plank,correct,0.7347306609153748,0.42889511585235596,-0.5027116537094116,0.9999815225601196,0.7677947282791138,0.4010576009750366,-0.46772637963294983,0.9999664425849915,0.7695854902267456,0.40306875109672546,-0.4682142734527588,0.9999507069587708,0.7712506651878357,0.4047242999076843,-0.4684913158416748,0.9999561309814453,0.7589525580406189,0.3813212215900421,-0.5054112076759338,0.9999758005142212,0.7534416913986206,0.36898863315582275,-0.5054405331611633,0.9999747276306152,0.7470442056655884,0.35647526383399963,-0.5049840807914734,0.9999756217002869,0.7469751834869385,0.36305174231529236,-0.2315208464860916,0.9999657869338989,0.7134653329849243,0.30934181809425354,-0.3887530565261841,0.9999610185623169,0.7024388909339905,0.4394737780094147,-0.4053920805454254,0.9999268651008606,0.6911691427230835,0.4175899624824524,-0.45053690671920776,0.9999270439147949,0.5713872909545898,0.29718491435050964,0.12239103019237518,0.9995182752609253,0.5443606376647949,0.4287875294685364,-0.4705612063407898,0.9995555877685547,0.499673455953598,0.5652164816856384,0.2850605845451355,0.5251905918121338,0.5709130764007568,0.8279834985733032,-0.44792085886001587,0.986956000328064,0.6088327169418335,0.7078255414962769,0.13500981032848358,0.592976450920105,0.7806459665298462,0.8937837481498718,-0.20594611763954163,0.9789288640022278,0.6295484304428101,0.7197389006614685,0.1107138991355896,0.5507654547691345,0.8383323550224304,0.9147062301635742,-0.2713466286659241,0.9541113376617432,0.6458233594894409,0.7361717820167542,0.07476212084293365,0.549203634262085,0.852648138999939,0.8593885898590088,-0.2618556022644043,0.9567580819129944,0.6401869058609009,0.7230663299560547,0.11075437068939209,0.5480455160140991,0.8276454210281372,0.8449341058731079,-0.20466192066669464,0.9539467096328735,0.15475663542747498,0.46427714824676514,0.1919257640838623,0.9981250166893005,0.08555985987186432,0.527620255947113,-0.19134992361068726,0.9987295269966125,0.34153035283088684,0.8127880096435547,0.40365299582481384,0.3130328059196472,0.3129093647003174,0.9711047410964966,-0.2325427234172821,0.905290961265564,0.0748271644115448,0.7328844666481018,0.6307975053787231,0.10204996913671494,0.018075209110975266,0.781200110912323,0.2121848165988922,0.6838394403457642,0.036749958992004395,0.676184892654419,0.6669273972511292,0.13124199211597443,-0.028091344982385635,0.6858149170875549,0.2742154002189636,0.7821963429450989,0.007607132196426392,0.8284175395965576,0.8157464861869812,0.14151878654956818,-0.027851466089487076,0.8904898166656494,0.5097883939743042,0.6939922571182251
plank,correct,0.766868531703949,0.44491755962371826,-0.07833497226238251,0.9999311566352844,0.7883442640304565,0.38921868801116943,-0.07459408044815063,0.9998965859413147,0.7864919304847717,0.38255178928375244,-0.07472474128007889,0.9998745322227478,0.7841692566871643,0.37513524293899536,-0.07491318881511688,0.9999096393585205,0.7863847017288208,0.3933354318141937,-0.13681857287883759,0.9999078512191772,0.7834002375602722,0.3901287317276001,-0.13682518899440765,0.9999046325683594,0.7800200581550598,0.3871520161628723,-0.13659493625164032,0.9999268054962158,0.7453396916389465,0.32441195845603943,0.006863939575850964,0.9999352097511292,0.7410858869552612,0.33970022201538086,-0.2706412076950073,0.9998796582221985,0.7278880476951599,0.44444331526756287,-0.03469305858016014,0.9998401999473572,0.7248826026916504,0.45299968123435974,-0.1148332804441452,0.9998430609703064,0.5558971166610718,0.2931930422782898,0.22779710590839386,0.9994511008262634,0.5546830892562866,0.4611676037311554,-0.42644578218460083,0.999597430229187,0.5344936847686768,0.5678132772445679,0.35614868998527527,0.4320034980773926,0.5944382548332214,0.8273430466651917,-0.4105950891971588,0.9871910214424133,0.6394830942153931,0.6992918848991394,0.2571788728237152,0.5156789422035217,0.7642356157302856,0.8988344669342041,-0.1357424259185791,0.9810309410095215,0.6773127317428589,0.7009783387184143,0.24946387112140656,0.4891822636127472,0.8242827653884888,0.9099942445755005,-0.2229536473751068,0.9608023166656494,0.6937171220779419,0.7127236127853394,0.18722090125083923,0.4879859983921051,0.8230899572372437,0.8569678068161011,-0.20535977184772491,0.9626602530479431,0.6765221357345581,0.7291349768638611,0.2255355566740036,0.48878660798072815,0.7985438704490662,0.8525481820106506,-0.13272638618946075,0.9580332040786743,0.13360688090324402,0.4347521960735321,0.18406865000724792,0.9983090162277222,0.08617328852415085,0.5327907204627991,-0.18358273804187775,0.9988180994987488,0.5015066862106323,0.6415043473243713,0.43464890122413635,0.25930559635162354,0.3211476504802704,0.9594080448150635,-0.0991734117269516,0.8746353983879089,0.48562923073768616,0.6993212103843689,0.7607332468032837,0.08901634067296982,0.12745332717895508,0.76564621925354,0.5164701342582703,0.6093125939369202,0.45626968145370483,0.6832140684127808,0.7966614365577698,0.11651753634214401,0.09939759224653244,0.6953302025794983,0.5909820199012756,0.694586992263794,0.5615416765213013,0.7602836489677429,0.9175370931625366,0.1379883885383606,0.09580641984939575,0.7990952730178833,0.7670087218284607,0.6526417136192322
plank,correct,0.7848268747329712,0.4188145697116852,-0.01948503404855728,0.9999406933784485,0.7974096536636353,0.371279776096344,0.0016992504242807627,0.9999135732650757,0.7951080799102783,0.3656685948371887,0.0014514958020299673,0.9998964071273804,0.7923399209976196,0.35964223742485046,0.001212588045746088,0.9999265670776367,0.7961124181747437,0.3731917440891266,-0.06587867438793182,0.999923050403595,0.793089747428894,0.3695739805698395,-0.06588850915431976,0.9999197721481323,0.7895725965499878,0.3667373061180115,-0.0658273920416832,0.9999388456344604,0.7480631470680237,0.3159540295600891,0.12939982116222382,0.9999492764472961,0.7467042803764343,0.33447059988975525,-0.16875457763671875,0.9998997449874878,0.7490541934967041,0.4211226999759674,0.036413826048374176,0.9998622536659241,0.7457998991012573,0.42696234583854675,-0.05097683519124985,0.9998618960380554,0.5747280716896057,0.34029144048690796,0.33392825722694397,0.9995132088661194,0.5646449327468872,0.45066073536872864,-0.3370300233364105,0.999631404876709,0.6114996671676636,0.6256142854690552,0.4219698905944824,0.4683954417705536,0.6042671203613281,0.8043683767318726,-0.3675457239151001,0.9883074164390564,0.7856330871582031,0.721963107585907,0.3191126883029938,0.5780357718467712,0.7633858323097229,0.8946822881698608,-0.16490629315376282,0.9829919338226318,0.8278055191040039,0.7052280306816101,0.31291109323501587,0.554872453212738,0.8197846412658691,0.8980091214179993,-0.2465692013502121,0.9651281833648682,0.8293724060058594,0.7039995193481445,0.25541988015174866,0.5536328554153442,0.8201909065246582,0.8477615714073181,-0.21003110706806183,0.9662632346153259,0.8147442936897278,0.7170515656471252,0.2938910722732544,0.5511073470115662,0.7988373637199402,0.845447838306427,-0.1535262167453766,0.9602711200714111,0.11492034047842026,0.44206133484840393,0.20833902060985565,0.9985930919647217,0.07302025705575943,0.5172796845436096,-0.20808859169483185,0.9989172220230103,0.325492262840271,0.834492027759552,0.4092217981815338,0.2452656328678131,0.32385873794555664,0.9439160227775574,-0.1754860132932663,0.8841643929481506,0.07270035892724991,0.7662637829780579,0.6982673406600952,0.08562632650136948,0.07235154509544373,0.7686707377433777,0.3693932890892029,0.5505932569503784,0.03460567444562912,0.7183231115341187,0.7301115393638611,0.10858429968357086,0.04067143052816391,0.6914980411529541,0.4373088777065277,0.6301939487457275,0.02667641080915928,0.8230342268943787,0.8312751650810242,0.14004768431186676,0.012177855707705021,0.8414843082427979,0.6718350052833557,0.6050626039505005
plank,correct,0.7403979897499084,0.5106347799301147,0.0004989398876205087,0.999946653842926,0.7646268606185913,0.4699929356575012,0.02003522589802742,0.9999241232872009,0.7635553479194641,0.4637840986251831,0.01977708376944065,0.9999123811721802,0.7622532844543457,0.4570983350276947,0.01959099806845188,0.9999387860298157,0.7648516893386841,0.4723476767539978,-0.05061637610197067,0.999933660030365,0.7639442682266235,0.46743425726890564,-0.050739288330078125,0.9999326467514038,0.7629673480987549,0.46261686086654663,-0.050815850496292114,0.9999483823776245,0.7337791323661804,0.41585519909858704,0.15046271681785583,0.9999603033065796,0.7356919050216675,0.43173521757125854,-0.15968534350395203,0.9999133944511414,0.7078739404678345,0.5082002878189087,0.05694122239947319,0.9998669624328613,0.7066723108291626,0.5118393898010254,-0.03467394784092903,0.9998699426651001,0.5699869990348816,0.4169105291366577,0.3683589696884155,0.9995629191398621,0.5869702696800232,0.48902013897895813,-0.3215203583240509,0.9996880292892456,0.5977593064308167,0.7315694689750671,0.39597827196121216,0.5757054090499878,0.6035778522491455,0.8539672493934631,-0.3596218228340149,0.9874280095100403,0.7763087749481201,0.7732762694358826,0.2495425045490265,0.6765255331993103,0.7940131425857544,0.8651407957077026,-0.15151037275791168,0.9845784902572632,0.8182846903800964,0.7427726984024048,0.252776563167572,0.64584881067276,0.8518081903457642,0.8726858496665955,-0.20841893553733826,0.9694520235061646,0.821945309638977,0.734140932559967,0.24675199389457703,0.6413915157318115,0.8438513875007629,0.8285403847694397,-0.17465168237686157,0.9696753025054932,0.8094547986984253,0.7417336106300354,0.2468281239271164,0.6348345279693604,0.8234740495681763,0.8189710974693298,-0.13839739561080933,0.9627587795257568,0.1300676316022873,0.4529416263103485,0.21340389549732208,0.9989844560623169,0.08949379622936249,0.5013647675514221,-0.21319322288036346,0.9991675615310669,0.3092632293701172,0.8699448108673096,0.30760663747787476,0.24075913429260254,0.3077249825000763,0.9445217251777649,-0.2270430624485016,0.8909981846809387,0.03504910320043564,0.7218940854072571,0.4989491105079651,0.10623038560152054,0.005001089535653591,0.7304264903068542,0.07929933816194534,0.5903726816177368,0.01699984446167946,0.654120683670044,0.5197094678878784,0.13728474080562592,-0.06938447058200836,0.6690263748168945,0.12243597209453583,0.6673538684844971,-0.0744771659374237,0.7783633470535278,0.6073933839797974,0.18329299986362457,-0.11401112377643585,0.8388108015060425,0.29036203026771545,0.639255166053772
plank,correct,0.7550499439239502,0.5472858548164368,0.022319987416267395,0.9999446868896484,0.7754444479942322,0.5126725435256958,0.04181576520204544,0.9999238848686218,0.774386465549469,0.5074673295021057,0.04153890162706375,0.9999145865440369,0.7729884386062622,0.5018269419670105,0.04132382944226265,0.9999405741691589,0.7747113108634949,0.5151800513267517,-0.02611713670194149,0.9999337792396545,0.773222804069519,0.5119913220405579,-0.026196205988526344,0.9999340772628784,0.7715631723403931,0.5083421468734741,-0.026276404038071632,0.99994957447052,0.7448697686195374,0.4622233808040619,0.1653299331665039,0.9999639391899109,0.7443059682846069,0.4785085916519165,-0.1349666714668274,0.9999131560325623,0.723050594329834,0.5476917028427124,0.07623495161533356,0.9998534321784973,0.7213596105575562,0.5502040982246399,-0.011959393508732319,0.9998579025268555,0.5967963933944702,0.4523147642612457,0.36595427989959717,0.9995020031929016,0.5964282155036926,0.5369718670845032,-0.2861279249191284,0.9996716976165771,0.6155413389205933,0.7212538123130798,0.4002446234226227,0.627496063709259,0.6193559169769287,0.8747931718826294,-0.3053296208381653,0.9835072159767151,0.7916415333747864,0.7479798793792725,0.26132047176361084,0.7100030779838562,0.8069502711296082,0.8325534462928772,-0.06763319671154022,0.982952356338501,0.8382264971733093,0.7388304471969604,0.2582480311393738,0.6728557348251343,0.8686800003051758,0.8360000252723694,-0.12011309713125229,0.9679299592971802,0.8399885296821594,0.7306870818138123,0.25606733560562134,0.6664979457855225,0.859025776386261,0.7913154363632202,-0.09520461410284042,0.9675226807594299,0.8222036361694336,0.7323290109634399,0.25612035393714905,0.6573171615600586,0.8353131413459778,0.7818735241889954,-0.05747339129447937,0.9595327973365784,0.18348346650600433,0.4454253315925598,0.2089308798313141,0.9991627335548401,0.1404217779636383,0.4888458549976349,-0.2089291363954544,0.9992729425430298,0.3045186400413513,0.857947587966919,0.3147129416465759,0.24388764798641205,0.30786553025245667,0.9430996775627136,-0.1974346786737442,0.8945921659469604,0.0565512552857399,0.7683529257774353,0.5038013458251953,0.12716305255889893,0.026617467403411865,0.7758516669273376,0.14314183592796326,0.6236318349838257,0.017584238201379776,0.714904248714447,0.5245643854141235,0.163870707154274,0.00953029002994299,0.7113520503044128,0.19144442677497864,0.6889632344245911,0.02171410620212555,0.8012399077415466,0.6056438088417053,0.21394436061382294,-0.016237938776612282,0.8694824576377869,0.3404403328895569,0.6620230078697205
plank,correct,0.7858332395553589,0.5741688013076782,-0.07023384422063828,0.9999280571937561,0.8036818504333496,0.5403163433074951,-0.03884526342153549,0.999910831451416,0.8026384115219116,0.5336030721664429,-0.03911646828055382,0.9999039769172668,0.8013841509819031,0.5262367129325867,-0.039343446493148804,0.9999321699142456,0.8020229339599609,0.5446904301643372,-0.11577876657247543,0.999919593334198,0.8001177906990051,0.5413910746574402,-0.11615888774394989,0.9999217391014099,0.7980098724365234,0.5378894805908203,-0.11617300659418106,0.9999412298202515,0.7738909125328064,0.4839523434638977,0.06504268944263458,0.9999630451202393,0.7709060907363892,0.50797438621521,-0.21470430493354797,0.9999052286148071,0.7544220685958862,0.5694504380226135,-0.0009557517478242517,0.9998300075531006,0.7523037791252136,0.5725986957550049,-0.09592382609844208,0.9998319149017334,0.6275738477706909,0.46001940965652466,0.26085057854652405,0.9992825388908386,0.6049891710281372,0.5617982149124146,-0.34031376242637634,0.9996246099472046,0.6220971345901489,0.7105424404144287,0.3458188772201538,0.6259872317314148,0.6227351427078247,0.8942357897758484,-0.32548677921295166,0.9809150099754333,0.792850136756897,0.7501847743988037,0.22630198299884796,0.6947176456451416,0.8110060691833496,0.8396236896514893,-0.10910840332508087,0.979412853717804,0.8561199903488159,0.7393883466720581,0.22298693656921387,0.6549537181854248,0.8848331570625305,0.8493234515190125,-0.17046807706356049,0.9632678031921387,0.8463345766067505,0.7360880374908447,0.2096332609653473,0.6481181979179382,0.8731898069381714,0.802884042263031,-0.14789041876792908,0.9623793363571167,0.8272051811218262,0.7374040484428406,0.21893224120140076,0.6383050680160522,0.8456581830978394,0.7864344716072083,-0.10552191734313965,0.9529495239257812,0.2327149659395218,0.39631810784339905,0.20459508895874023,0.9992030262947083,0.1792478710412979,0.45306432247161865,-0.20427222549915314,0.999283492565155,0.29689544439315796,0.7865437865257263,0.42022380232810974,0.2586665153503418,0.2628854215145111,0.8924532532691956,-0.09913457930088043,0.908139705657959,0.0658363550901413,0.8239023089408875,0.7248495817184448,0.14983400702476501,0.022039977833628654,0.8490813374519348,0.2906745970249176,0.6518318057060242,0.025050073862075806,0.7864366173744202,0.7580646276473999,0.18262049555778503,-0.009397757239639759,0.7920772433280945,0.3403047025203705,0.6988472938537598,0.07036302983760834,0.9084174036979675,0.8308607339859009,0.23691503703594208,-0.009757230058312416,0.967127799987793,0.46792927384376526,0.674980878829956
plank,correct,0.8360490798950195,0.5837622284889221,0.02683895453810692,0.9997421503067017,0.8607246279716492,0.5495579838752747,0.03379217907786369,0.9996603727340698,0.8598911166191101,0.5424901843070984,0.03356732055544853,0.9996578693389893,0.8584918975830078,0.534762442111969,0.03319711238145828,0.9997768998146057,0.8604831695556641,0.5557380318641663,-0.03186078369617462,0.9996494054794312,0.8598397970199585,0.5536478161811829,-0.03175654634833336,0.9996640086174011,0.8588019609451294,0.5513175129890442,-0.0319489985704422,0.999741792678833,0.8309494256973267,0.4921685457229614,0.10143671184778214,0.9999064803123474,0.833391010761261,0.5225950479507446,-0.18803736567497253,0.9997326731681824,0.7985414862632751,0.5785384774208069,0.06805724650621414,0.999567985534668,0.7987794876098633,0.5830134749412537,-0.017917316406965256,0.9995412230491638,0.6586467027664185,0.4466651976108551,0.31148144602775574,0.998809814453125,0.6766981482505798,0.5729908347129822,-0.3070337772369385,0.9996206164360046,0.6133406162261963,0.6951526999473572,0.5046213865280151,0.5889359712600708,0.637282133102417,0.8971073031425476,-0.26097121834754944,0.9655689597129822,0.7873859405517578,0.7418383359909058,0.6301671862602234,0.6583006381988525,0.8238067626953125,0.8522186875343323,-0.007143802009522915,0.9695859551429749,0.8417830467224121,0.7319678068161011,0.6673271059989929,0.6178973317146301,0.8966149091720581,0.8698245882987976,-0.03683906048536301,0.9530969262123108,0.8411709070205688,0.7413330674171448,0.686315655708313,0.6113092303276062,0.8842806816101074,0.8199198246002197,-0.02152300253510475,0.9503771066665649,0.8249295353889465,0.7418784499168396,0.6414768695831299,0.5997313857078552,0.8580754995346069,0.8029718995094299,0.0024915807880461216,0.9382272362709045,0.23252463340759277,0.38174131512641907,0.1847119927406311,0.9982583522796631,0.21192243695259094,0.4958134591579437,-0.1843343824148178,0.9987604022026062,0.025351349264383316,0.6086069941520691,0.4745655953884125,0.22178557515144348,-0.027910415083169937,0.7303354144096375,0.020319301635026932,0.8587473630905151,-0.17876383662223816,0.6194398999214172,0.8075534701347351,0.13172318041324615,-0.2530970275402069,0.6271247863769531,0.36050429940223694,0.5589792728424072,-0.21351997554302216,0.5866625905036926,0.8452377319335938,0.1652730107307434,-0.2794402837753296,0.5556872487068176,0.3755451738834381,0.6329182982444763,-0.21527524292469025,0.7281355261802673,0.9044964909553528,0.20099714398384094,-0.30814865231513977,0.7449770569801331,0.4011131823062897,0.5684086084365845
plank,correct,0.8467990756034851,0.5695587992668152,0.05242298170924187,0.999582052230835,0.8684133291244507,0.5290306806564331,0.060257889330387115,0.9995092749595642,0.8672415018081665,0.5214603543281555,0.0600157156586647,0.9994999766349792,0.8655198216438293,0.5134151577949524,0.059637170284986496,0.9996745586395264,0.8694518208503723,0.5380198359489441,-0.004530183505266905,0.9994854927062988,0.8693242073059082,0.5369471907615662,-0.004573676735162735,0.9995070099830627,0.8687591552734375,0.5357492566108704,-0.0047037662006914616,0.9996046423912048,0.8360536694526672,0.4742651879787445,0.13387493789196014,0.9998634457588196,0.8428489565849304,0.5088819861412048,-0.16729819774627686,0.9996301531791687,0.8097299337387085,0.5658509135246277,0.09321396052837372,0.9994572997093201,0.8118346929550171,0.5736774802207947,0.00781408604234457,0.9994253516197205,0.6554195880889893,0.43217363953590393,0.3279392421245575,0.9983455538749695,0.6826249361038208,0.5906050801277161,-0.28766366839408875,0.9996241927146912,0.6001883745193481,0.6875808835029602,0.5349463224411011,0.5562807321548462,0.6359100937843323,0.903347909450531,-0.23678462207317352,0.9610568881034851,0.7781244516372681,0.7385053634643555,0.7080866098403931,0.6716998815536499,0.8265655636787415,0.8583515882492065,0.007238422520458698,0.9702039957046509,0.8341437578201294,0.7412020564079285,0.7509227991104126,0.6320509314537048,0.898279070854187,0.8739755749702454,-0.022688167169690132,0.9559056758880615,0.8395721316337585,0.7417981028556824,0.7633821964263916,0.623895525932312,0.889727771282196,0.8252274394035339,-0.015352092683315277,0.9523684978485107,0.8231093287467957,0.7410237193107605,0.7185842394828796,0.6158970594406128,0.8586871027946472,0.8065968751907349,0.013799140229821205,0.9407612681388855,0.2013435661792755,0.43918082118034363,0.18372966349124908,0.9960693717002869,0.18912667036056519,0.5794211030006409,-0.18349489569664001,0.9974380731582642,-0.06742565333843231,0.5648884177207947,0.43126100301742554,0.16648659110069275,-0.10643681138753891,0.6514418125152588,0.06226515769958496,0.7690420746803284,-0.3201928734779358,0.5919740200042725,0.7191216349601746,0.09807050228118896,-0.3798273205757141,0.5983483791351318,0.2650884687900543,0.452136367559433,-0.3678290843963623,0.5592811107635498,0.7530949115753174,0.12677843868732452,-0.4229453206062317,0.546738862991333,0.29508817195892334,0.5595952868461609,-0.34240469336509705,0.7131334543228149,0.7600952982902527,0.1540261059999466,-0.41423457860946655,0.7903806567192078,0.2752547860145569,0.4471064805984497
